id,displyname,date,pagecount,consultant,authortype,authorDescription,stretergy,notes
837111,Ocala City Treasury Investment Fund,2023-11-07T17:00:00,15,,Institutional Investor,Ocala City Treasury Investment Fund (Institutional Investor),Multiple Asset Classes,Updated Ocala Investment Policy
836603,Havering,2023-11-07T17:00:00,29,,Institutional Investor,Havering (Institutional Investor),Multiple Asset Classes,Risk Register - September 2023
836597,Havering,2023-11-07T17:00:00,37,Hymans Robertson,Actuary,Actuary,Multiple Asset Classes,Funding Strategy Statement April 2023
836596,Havering,2023-11-07T17:00:00,21,Hymans Robertson,Institutional Investor,Havering (Institutional Investor),Multiple Asset Classes,Investment Consultant Service Review -- Report
836595,Havering,2023-11-07T17:00:00,6,Hymans Robertson,Institutional Investor,Havering (Institutional Investor),Multiple Asset Classes,Investment Consultancy Services Performance Review 0 1 October 2022 to 30 September 2023
836593,Havering,2023-11-07T17:00:00,6,Hymans Robertson,Institutional Investor,Havering (Institutional Investor),Multiple Asset Classes,Pension Fund Actuarial Services Performance Review - 1 October 0222 to 30 September 2023
830318,Arkansas PERS,2023-11-07T17:00:00,3,,Institutional Investor,Arkansas PERS (Institutional Investor),Multiple Asset Classes,Investments and Finance Sub-Committee Minutes
830316,Arkansas PERS,2023-11-07T17:00:00,12,,Institutional Investor,Arkansas PERS (Institutional Investor),Multiple Asset Classes,Consolidated Investments and Finance Sub-Committee Minutes
806165,Ocala City Treasury Investment Fund,2023-11-07T17:00:00,77,,Institutional Investor,Ocala City Treasury Investment Fund (Institutional Investor),Multiple Asset Classes,Consolidated Investment Committee Minutes
806164,Ocala City Treasury Investment Fund,2023-11-07T17:00:00,5,,Institutional Investor,Ocala City Treasury Investment Fund (Institutional Investor),Multiple Asset Classes,Investment Committee Minutes
620367,Weld County Retirement Board,2023-11-07T17:00:00,55,,Institutional Investor,Weld County Retirement Board (Institutional Investor),Multiple Asset Classes,Consolidated Board Meeting Minutes
618147,Weld County Retirement Board,2023-11-07T17:00:00,5,,Institutional Investor,Weld County Retirement Board (Institutional Investor),Multiple Asset Classes,Board Meeting Minutes
842685,Kansas City Public School Retirement System,2023-11-06T19:00:00,3,,Institutional Investor,Kansas City Public School Retirement System (Institutional Investor),Multiple Asset Classes,Board Meeting Minutes 
696908,Kansas City Public School Retirement System,2023-11-06T19:00:00,2,,Institutional Investor,Kansas City Public School Retirement System (Institutional Investor),Multiple Asset Classes,Investment Committee Meeting Minutes 
687200,Missouri State (MOSERS),2023-11-06T19:00:00,2,,Institutional Investor,Missouri State (MOSERS) (Institutional Investor),Multiple Asset Classes,Investment Committee Meeting Minutes 
557037,Kansas City Public School Retirement System,2023-11-06T19:00:00,22,,Institutional Investor,Kansas City Public School Retirement System (Institutional Investor),Multiple Asset Classes,Consolidated Investment Committee Meeting Minutes 
440254,Missouri State (MOSERS),2023-11-06T19:00:00,182,,Institutional Investor,Missouri State (MOSERS) (Institutional Investor),Multiple Asset Classes,Consolidated Meeting Minutes 
852257,Kansas City Public School Retirement System,2023-11-06T17:00:00,3,,Institutional Investor,Kansas City Public School Retirement System (Institutional Investor),Multiple Asset Classes,Board Meeting Minutes
847841,Missouri State (MOSERS),2023-11-06T17:00:00,5,,Institutional Investor,Missouri State (MOSERS) (Institutional Investor),Equity: China,China Public Equity Exposure & Potential Exclusion Impacts
847840,Missouri State (MOSERS),2023-11-06T17:00:00,15,Verus,Consultant,Verus (Consultant),Equity: China,China Exclusion Analysis
847836,Missouri State (MOSERS),2023-11-06T17:00:00,1,,Institutional Investor,Missouri State (MOSERS) (Institutional Investor),Multiple Asset Classes,Tentative Asset/Liability Study Timeline
847835,Missouri State (MOSERS),2023-11-06T17:00:00,1,,Institutional Investor,Missouri State (MOSERS) (Institutional Investor),Multiple Asset Classes,Investment Committee Tentative 2024 Meeting Schedule
847834,Missouri State (MOSERS),2023-11-06T17:00:00,8,Verus,Consultant,Verus (Consultant),Multiple Asset Classes,Internal Cash Portfolio Management Team Review
839874,Chicago Teachers,2023-11-06T17:00:00,31,,Institutional Investor,Chicago Teachers (Institutional Investor),Multiple Asset Classes,"Proposed Changes to the Investment Policy Statement, Asset Allocation Policy and Proxy Voting Policy (pgs 1-2) -- Asset Allocation Policy (pgs 3-4) -- Redline Investment Policy Statement (pg 5-31)"
839261,Idaho Public Employee (PERSI),2023-11-06T17:00:00,3,,Institutional Investor,Idaho Public Employee (PERSI) (Institutional Investor),Equity: Global Large Cap Growth,"Investment Manager Implementation Recommendation -- ""Replace the S&P 500 and Mid Cap Completer with a Russell 1000 Index Fund"" -- ""Implement transition from Fiera to PineStone for existing Global Mandate The portfolio management team we originally hired (Fiera) is now a fully functioning, independent investment management firm (PineStone). As discussed during the October board meeting, a direct relationship with PineStone is preferred to ensure an alignment of interests."" -- logged for both managers"
839259,Idaho Public Employee (PERSI),2023-11-06T17:00:00,3,,Institutional Investor,Idaho Public Employee (PERSI) (Institutional Investor),Equity: United States,"Investment Manager Implementation Recommendation -- ""Replace the S&P 500 and Mid Cap Completer with a Russell 1000 Index Fund"" -- ""Implement transition from Fiera to PineStone for existing Global Mandate The portfolio management team we originally hired (Fiera) is now a fully functioning, independent investment management firm (PineStone). As discussed during the October board meeting, a direct relationship with PineStone is preferred to ensure an alignment of interests."" -- logged for both managers"
839243,Idaho Public Employee (PERSI),2023-11-06T17:00:00,28,,Manager,PineStone Asset Management Inc. (Manager),Equity: Global Large Cap Growth,Why Quality Investing is a Great Long-Term Inflation Hedge
839222,Idaho Public Employee (PERSI),2023-11-06T17:00:00,7,,Institutional Investor,Idaho Public Employee (PERSI) (Institutional Investor),Multiple Asset Classes,"PERSI Investment Report -- November 6, 2023"
838870,ACCESS Pool,2023-11-06T17:00:00,1,,Institutional Investor,ACCESS Pool (Institutional Investor),Real Assets: Global Real Estate,"""ACCESS LGPS Pool appoints CBRE Investment Management to UK and Global Property mandates"" -- ""It is anticipated that the mandate size for the UK Core real estate mandate will be up to c. fl.25 billion, and c. £550 million for the Global real estate mandate, with potential to grow thereafter in line with the Authorities' strategic asset allocations."""
838869,ACCESS Pool,2023-11-06T17:00:00,1,,Institutional Investor,ACCESS Pool (Institutional Investor),Real Assets: United Kingdom Real Estate Core,"""ACCESS LGPS Pool appoints CBRE Investment Management to UK and Global Property mandates"" -- ""It is anticipated that the mandate size for the UK Core real estate mandate will be up to c. fl.25 billion, and c. £550 million for the Global real estate mandate, with potential to grow thereafter in line with the Authorities' strategic asset allocations."""
837951,New Bedford Retirement Board,2023-11-06T17:00:00,1,,Institutional Investor,New Bedford Retirement Board (Institutional Investor),Equity: Global Emg Mkts,"RFP NOTICE -- ""The New Bedford Retirement Board (“Board”) is considering an allocation to Emerging Markets Equity.  The mandate will be for a Commingled/CIT Fund only for approximately $30 million as part of the M.G.L. Ch.32, Section 23B seven-year contract limit regulation of their existing investment manager... Proposal must be received at the Board prior to 3PM EST on December 4, 2023... Please visit https://www.segalmarco.com/about-us/client-rfps to download the RFP"""
837625,Kansas City Public School Retirement System,2023-11-06T17:00:00,6,Segal Marco Advisors,Consultant,Segal Marco Advisors (Consultant),Equity: Global,Equity Portfolio Structure Review -- Proposal 1: Consolidate Emerging Market Exposure (pg 5) -- Proposal 2: Identify Complement to Fisher Foreign Equity (pg 6) -- logged as Program Review and Asset Allocation
837624,Kansas City Public School Retirement System,2023-11-06T17:00:00,6,Segal Marco Advisors,Consultant,Segal Marco Advisors (Consultant),Equity: Global,Equity Portfolio Structure Review -- Proposal 1: Consolidate Emerging Market Exposure (pg 5) -- Proposal 2: Identify Complement to Fisher Foreign Equity (pg 6) -- logged as Program Review and Asset Allocation
837619,Kansas City Public School Retirement System,2023-11-06T17:00:00,15,Segal Marco Advisors,Consultant,Segal Marco Advisors (Consultant),Private Equity,"Private Equity Portfolio -- 2023 Commitment Pacing & Cash Flow Forecasting Analysis -- ""In 2024, the Plan should anticipate committing ~$10 million on a rolling 12-month basis to prudently maintain its allocation without overallocation risk, facing recurring J-Curve periods and requisite overcommitment increases in future years"" (pg 5)"
837614,Kansas City Public School Retirement System,2023-11-06T17:00:00,16,Segal Marco Advisors,Consultant,Segal Marco Advisors (Consultant),Private Debt,"Private Credit Search -- Candidates (pg 3): Churchill Middle Market Senior Loan Fund V, Golub Capital BDC 4, Lafayette Square BDC, Sycamore Tree Opportunistic Credit Fund -- logged as Investment Recommendation and Evaluation-Prospect"
837613,Kansas City Public School Retirement System,2023-11-06T17:00:00,16,Segal Marco Advisors,Consultant,Segal Marco Advisors (Consultant),Private Debt,"Private Credit Search -- Candidates (pg 3): Churchill Middle Market Senior Loan Fund V, Golub Capital BDC 4, Lafayette Square BDC, Sycamore Tree Opportunistic Credit Fund -- logged as Investment Recommendation and Evaluation-Prospect"
837587,Kansas City Public School Retirement System,2023-11-06T17:00:00,43,,Institutional Investor,Kansas City Public School Retirement System (Institutional Investor),Multiple Asset Classes,"Investment Policies -- Redline version (pg 1) -- Clean version (pg 23) -- Changes to Asset Allocation (pg 6): Increasing Domestic Core Fixed Income and Alternatives (Alpha, private equity); Decreasing Large Cap, International/EMD Fixed Income, High Yield Bonds, Multi-Asset Class (MAC), and Hedge Fund of Funds; Adding Private Credit -- logged as Asset Allocation and Investment Policy Statement"
837586,Kansas City Public School Retirement System,2023-11-06T17:00:00,43,,Institutional Investor,Kansas City Public School Retirement System (Institutional Investor),Multiple Asset Classes,"Investment Policies -- Redline version (pg 1) -- Clean version (pg 23) -- Changes to Asset Allocation (pg 6): Increasing Domestic Core Fixed Income and Alternatives (Alpha, private equity); Decreasing Large Cap, International/EMD Fixed Income, High Yield Bonds, Multi-Asset Class (MAC), and Hedge Fund of Funds; Adding Private Credit -- logged as Asset Allocation and Investment Policy Statement"
837535,City of Los Angeles Deferred Compensation Plan,2023-11-06T17:00:00,6,,Institutional Investor,City of Los Angeles Deferred Compensation Plan (Institutional Investor),Multiple Asset Classes,Deferred Compensation Plan Projects and Activities Report: September and October 2023
836948,University of Maine System Managed Investment Pool,2023-11-06T17:00:00,5,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,"Total Plan Performance -- as of September 30, 2023"
836947,University of Maine System Pension Plan,2023-11-06T17:00:00,3,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,"Total Fund Performance -- as of September 30, 2023"
836946,University of Maine System Operating Fund,2023-11-06T17:00:00,3,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,"Total Fund Performance -- as of September 30, 2023"
835893,San Diego City ERS,2023-11-03T18:00:00,7,,Institutional Investor,San Diego City ERS (Institutional Investor),Multiple Asset Classes,Asset Allocation - as of 9/30/23
835892,San Diego City ERS,2023-11-03T18:00:00,16,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Multiple Asset Classes,AB 2833 Fee Disclosures CA Government Code 7514.7 - Fiscal Year 2022-2023
835891,San Diego City ERS,2023-11-03T18:00:00,5,,Institutional Investor,San Diego City ERS (Institutional Investor),Multiple Asset Classes,Asset Allocation Status Report and Rebalancing as of 8/31/2023 
835890,San Diego City ERS,2023-11-03T18:00:00,1,,Institutional Investor,San Diego City ERS (Institutional Investor),Multiple Asset Classes,"Summary of Fees, Expenses and Carried Interest - In Compliance with California Government Code Section 7514.7 - For the period from July 1, 2022 through June 30, 2023"
835889,San Diego City ERS,2023-11-03T18:00:00,12,,Institutional Investor,San Diego City ERS (Institutional Investor),Multiple Asset Classes,Public Markets Manager Annual Review - as of June 2023 
835887,San Diego City ERS,2023-11-03T18:00:00,12,StepStone,Consultant,StepStone (Consultant),Private Equity,Second Quarter 2023 Performance Report Private Equity -- ESG Highlights (pg 9)
835886,San Diego City ERS,2023-11-03T18:00:00,12,StepStone,Consultant,StepStone (Consultant),Real Assets: Infrastructure,Second Quarter 2023 Performance Report Infrastructure -- ESG Highlights (pg 9) -- New Investments (pg 10) -- logged as program review and investment recommendation for real assets 
835885,San Diego City ERS,2023-11-03T18:00:00,12,StepStone,Consultant,StepStone (Consultant),Real Assets: Infrastructure,Second Quarter 2023 Performance Report Infrastructure -- ESG Highlights (pg 9) -- New Investments (pg 10) -- logged as program review and investment recommendation for real assets 
835884,San Diego City ERS,2023-11-03T18:00:00,36,,Manager,"Loomis, Sayles & Company, L.P. (Manager)",Fixed Income: United States Aggregate Core/All Durations,
835883,San Diego City ERS,2023-11-03T18:00:00,24,,Manager,BlackRock (Manager),Fixed Income: United States Aggregate Core/All Durations,
835882,San Diego City ERS,2023-11-03T18:00:00,21,Aon,Consultant,Aon (Consultant),Fixed Income: United States,"U.S. Fixed Income Portfolio Background Discussion -- Recommended Portfolio Characteristics & Investment Guidelines (PG 8) -- Current vs Recommended Portfolio -- Initial Allocation: 25% to BlackRock Total Return and 30% to Loomis Core -- Decreasing Allocation: PIMCO Core Plus (35% to 25%) and TCW Core Plus (35% to 20%) -- logged as investment recommendation, asset allocation and program review for US Fixed Income "
835881,San Diego City ERS,2023-11-03T18:00:00,21,Aon,Consultant,Aon (Consultant),Fixed Income: United States,"U.S. Fixed Income Portfolio Background Discussion -- Recommended Portfolio Characteristics & Investment Guidelines (PG 8) -- Current vs Recommended Portfolio -- Initial Allocation: 25% to BlackRock Total Return and 30% to Loomis Core -- Decreasing Allocation: PIMCO Core Plus (35% to 25%) and TCW Core Plus (35% to 20%) -- logged as investment recommendation, asset allocation and program review for US Fixed Income "
835880,San Diego City ERS,2023-11-03T18:00:00,21,Aon,Consultant,Aon (Consultant),Fixed Income: United States,"U.S. Fixed Income Portfolio Background Discussion -- Recommended Portfolio Characteristics & Investment Guidelines (PG 8) -- Current vs Recommended Portfolio -- Initial Allocation: 25% to BlackRock Total Return and 30% to Loomis Core -- Decreasing Allocation: PIMCO Core Plus (35% to 25%) and TCW Core Plus (35% to 20%) -- logged as investment recommendation, asset allocation and program review for US Fixed Income "
835879,San Diego City ERS,2023-11-03T18:00:00,18,,Institutional Investor,San Diego City ERS (Institutional Investor),Fixed Income: United States,"Approve the U.S. Fixed Income Manager Selection -- Executive Summary (pg 2) --Staff recommends that the Committee approves the following strategies and allocations: PIMCO Core Plus – 25%, TCW Core Plus – 20%, Loomis Sayles Core – 30%, Blackrock Total Return – 25% -- U.S. Fixed Income Candidate Overview (starting pg 9) -- logged as investment recommendation and evaluation of prospect for US Fixed Income "
835878,San Diego City ERS,2023-11-03T18:00:00,18,,Institutional Investor,San Diego City ERS (Institutional Investor),Fixed Income: United States,"Approve the U.S. Fixed Income Manager Selection -- Executive Summary (pg 2) --Staff recommends that the Committee approves the following strategies and allocations: PIMCO Core Plus – 25%, TCW Core Plus – 20%, Loomis Sayles Core – 30%, Blackrock Total Return – 25% -- U.S. Fixed Income Candidate Overview (starting pg 9) -- logged as investment recommendation and evaluation of prospect for US Fixed Income "
835875,San Diego City ERS,2023-11-03T18:00:00,22,StepStone,Consultant,StepStone (Consultant),Real Assets: Infrastructure,"Annual Investment Plan Presentation Infrastructure  -- Overview of Pacing Options (pg 11) -- Low Case: $20mm of commitments in FYs 2024-2028; Base Case: $30m of commitments in FYs 2024-2028; High Case: $40m of commitments in FY's 2024-2028 -- ""StepStone is proposing $30 million of commitments in FY 2024 to achieve the target allocation"" (pg 12) -- logged as program review and strategic plan for infrastructure "
835874,San Diego City ERS,2023-11-03T18:00:00,22,StepStone,Consultant,StepStone (Consultant),Real Assets: Infrastructure,"Annual Investment Plan Presentation Infrastructure  -- Overview of Pacing Options (pg 11) -- Low Case: $20mm of commitments in FYs 2024-2028; Base Case: $30m of commitments in FYs 2024-2028; High Case: $40m of commitments in FY's 2024-2028 -- ""StepStone is proposing $30 million of commitments in FY 2024 to achieve the target allocation"" (pg 12) -- logged as program review and strategic plan for infrastructure "
835870,San Diego City ERS,2023-11-03T18:00:00,21,StepStone,Consultant,StepStone (Consultant),Private Equity,"Annual Investment Plan Presentation Private Equity -- Overview of Pacing Options (pg 11) -- Low Case: $50mm of commitments in FYs 2024-2028; Base Case: $100m of commitments in FYs 2024-2028; High Case: $150m of commitments in FY's 2024-2028 -- ""StepStone is proposing $100 million of commitments in FY 2024 given reduced capital deployment may result in cash flow impact four to six years in the future"" (pg 12) -- logged as program review and strategic plan for private equity "
835869,San Diego City ERS,2023-11-03T18:00:00,21,StepStone,Consultant,StepStone (Consultant),Private Equity,"Annual Investment Plan Presentation Private Equity -- Overview of Pacing Options (pg 11) -- Low Case: $50mm of commitments in FYs 2024-2028; Base Case: $100m of commitments in FYs 2024-2028; High Case: $150m of commitments in FY's 2024-2028 -- ""StepStone is proposing $100 million of commitments in FY 2024 given reduced capital deployment may result in cash flow impact four to six years in the future"" (pg 12) -- logged as program review and strategic plan for private equity "
835867,San Diego City ERS,2023-11-03T18:00:00,21,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Real Assets: Real Estate,Real Estate Program Executive Summary - Second Quarter 2023 -- includes ESG Quarterly Report (starting pg 16) 
835865,San Diego City ERS,2023-11-03T18:00:00,4,,Institutional Investor,San Diego City ERS (Institutional Investor),Private Equity,Private Equity Combined Reporting as of 6/30/23
835863,San Diego City ERS,2023-11-03T18:00:00,4,,Institutional Investor,San Diego City ERS (Institutional Investor),Real Assets: Infrastructure,Infrastructure Combined Reporting as of 6/30/23
835861,San Diego City ERS,2023-11-03T18:00:00,29,GCM Grosvenor,Consultant,GCM Grosvenor (Consultant),Private Equity,"Private Equity Program Annual Review - October 2023 -- Overview of Pactiver Options (pg 9) Base Case: ""Assumes $100 million of private equity commitments annually for FY24-25, $150 million for FY26, and $175 million annually for FY27-28"" -- Investment Pacing Analysis (pg 10) -- Number of Investments: ""Target commitments to 3-7 fund commitments per vintage year, as well as 5-15 direct/indirect co-investments""; Commitments Plan: ""We have reduced our pacing target from $150 million per annum during the FY21-23 period to $100 million for FY24."" -- Program Performance Summary (pg 18) -- logged as program review and strategic plan for private equity "
835860,San Diego City ERS,2023-11-03T18:00:00,29,GCM Grosvenor,Consultant,GCM Grosvenor (Consultant),Private Equity,"Private Equity Program Annual Review - October 2023 -- Overview of Pactiver Options (pg 9) Base Case: ""Assumes $100 million of private equity commitments annually for FY24-25, $150 million for FY26, and $175 million annually for FY27-28"" -- Investment Pacing Analysis (pg 10) -- Number of Investments: ""Target commitments to 3-7 fund commitments per vintage year, as well as 5-15 direct/indirect co-investments""; Commitments Plan: ""We have reduced our pacing target from $150 million per annum during the FY21-23 period to $100 million for FY24."" -- Program Performance Summary (pg 18) -- logged as program review and strategic plan for private equity "
835854,San Diego City ERS,2023-11-03T18:00:00,30,GCM Grosvenor,Consultant,GCM Grosvenor (Consultant),Real Assets: Infrastructure,"Infrastructure Program Annual Review -- October 2023 -- Overview of Pacing Options (pg 9) -- ""Given the current allocation to infrastructure in the Program, we have kept our Base Case pacing target at $25M for the next few fiscal years"" -- Investment Pacing Analysis (pg 10) -- Number of Investments: ""Target 2-7 commitments per vintage year across primary funds, secondaries (both multiasset and single asset) and coinvestments""; Commitment Plan: ""we expect to continue committing $20 - $40 million annually for the next several fiscal years"" -- logged as program review and strategic plan for infrastructure "
835853,San Diego City ERS,2023-11-03T18:00:00,30,GCM Grosvenor,Consultant,GCM Grosvenor (Consultant),Real Assets: Infrastructure,"Infrastructure Program Annual Review -- October 2023 -- Overview of Pacing Options (pg 9) -- ""Given the current allocation to infrastructure in the Program, we have kept our Base Case pacing target at $25M for the next few fiscal years"" -- Investment Pacing Analysis (pg 10) -- Number of Investments: ""Target 2-7 commitments per vintage year across primary funds, secondaries (both multiasset and single asset) and coinvestments""; Commitment Plan: ""we expect to continue committing $20 - $40 million annually for the next several fiscal years"" -- logged as program review and strategic plan for infrastructure "
835851,San Diego City ERS,2023-11-03T18:00:00,15,,Manager,"Grosvenor Capital Management, L.P. (Manager)",Real Assets: Infrastructure,
835848,San Diego City ERS,2023-11-03T18:00:00,17,,Manager,"Grosvenor Capital Management, L.P. (Manager)",Private Equity: Fund of Funds (PE) Diversified,
835844,San Diego City ERS,2023-11-03T18:00:00,58,,Institutional Investor,San Diego City ERS (Institutional Investor),Multiple Asset Classes,Investment Policy Statement - redlined November 2023 
835843,San Diego City ERS,2023-11-03T18:00:00,58,,Institutional Investor,San Diego City ERS (Institutional Investor),Multiple Asset Classes,Investment Policy Statement - November 2023 
835840,San Diego City ERS,2023-11-03T18:00:00,19,Aon,Consultant,Aon (Consultant),Private Debt,"Private Debt Structure Recommendation - Introduction (pg 4): ""The new asset allocation approved in May 2023 includes a 5% long-term target to private debt"", ""Private credit will be sourced from public equity over time and benchmarking will adjust accordingly as the private debt portfolio is built up to the long-term 5% target"" -- Pacing Recommendation for Non-GCM Allocation (pg 13) -- Summary Recommendations (pg 15): "" Over the next year, Aon and Staff recommend committing up to $200M across 3 - 5 individual primary funds, prioritizing the goal of building a core diversified portfolio and gaining access to attractive non-core opportunities as they are identified"" -- ""$150M across 2 – 3 Core Cash Flow Lending strategies"", ""$50M across 1 – 2 Non-Core strategies (Asset Backed, Opportunistic or Specialty Financing)"" -- POTENTIAL SEARCH -- Next Steps (pg 16): ""Recommend managers for the Investment Committee’s consideration at subsequent meetings"" --  logged as investment recommendation, program review and strategic plan for private debt"
835839,San Diego City ERS,2023-11-03T18:00:00,19,Aon,Consultant,Aon (Consultant),Private Debt,"Private Debt Structure Recommendation - Introduction (pg 4): ""The new asset allocation approved in May 2023 includes a 5% long-term target to private debt"", ""Private credit will be sourced from public equity over time and benchmarking will adjust accordingly as the private debt portfolio is built up to the long-term 5% target"" -- Pacing Recommendation for Non-GCM Allocation (pg 13) -- Summary Recommendations (pg 15): "" Over the next year, Aon and Staff recommend committing up to $200M across 3 - 5 individual primary funds, prioritizing the goal of building a core diversified portfolio and gaining access to attractive non-core opportunities as they are identified"" -- ""$150M across 2 – 3 Core Cash Flow Lending strategies"", ""$50M across 1 – 2 Non-Core strategies (Asset Backed, Opportunistic or Specialty Financing)"" -- POTENTIAL SEARCH -- Next Steps (pg 16): ""Recommend managers for the Investment Committee’s consideration at subsequent meetings"" --  logged as investment recommendation, program review and strategic plan for private debt"
835838,San Diego City ERS,2023-11-03T18:00:00,19,Aon,Consultant,Aon (Consultant),Private Debt,"Private Debt Structure Recommendation - Introduction (pg 4): ""The new asset allocation approved in May 2023 includes a 5% long-term target to private debt"", ""Private credit will be sourced from public equity over time and benchmarking will adjust accordingly as the private debt portfolio is built up to the long-term 5% target"" -- Pacing Recommendation for Non-GCM Allocation (pg 13) -- Summary Recommendations (pg 15): "" Over the next year, Aon and Staff recommend committing up to $200M across 3 - 5 individual primary funds, prioritizing the goal of building a core diversified portfolio and gaining access to attractive non-core opportunities as they are identified"" -- ""$150M across 2 – 3 Core Cash Flow Lending strategies"", ""$50M across 1 – 2 Non-Core strategies (Asset Backed, Opportunistic or Specialty Financing)"" -- POTENTIAL SEARCH -- Next Steps (pg 16): ""Recommend managers for the Investment Committee’s consideration at subsequent meetings"" --  logged as investment recommendation, program review and strategic plan for private debt"
848404,Illinois Fire,2023-11-03T16:00:00,4,,Institutional Investor,Illinois Fire (Institutional Investor),Private Equity: Secondaries (PE),Search Update -- Responses to Submitted Questions: Private Equity Secondaries 
848400,Illinois Fire,2023-11-03T16:00:00,28,Marquette Associates,Institutional Investor,Illinois Fire (Institutional Investor),Fixed Income: Global Emg Mkts Hard Currency,"SEARCH -- RFP -- SEARCH for Emerging Market Debt Fixed Income -- ""FPIF seeks emerging market debt fixed income investment strategies to invest 3% of its assets. FPIF is considering responses for both blended strategies that can allocate across hard currency, local currency and hard currency corporates, as well as hard currency strategies"" -- "" Managers may propose up to one blended strategy and up to one hard currency strategy; however, it is not necessary to propose two strategies"" (pg 3) -- RFP Timeline (pg 7) -- Proposals are due December 1, 2023 (By 12:00 P.M. Central Time) -- for additional details visit: https://ifpif.org/investments/investment-procurement/"
848399,Illinois Fire,2023-11-03T16:00:00,28,Marquette Associates,Institutional Investor,Illinois Fire (Institutional Investor),Fixed Income: Global Emg Mkts Blended Currency,"SEARCH -- RFP -- SEARCH for Emerging Market Debt Fixed Income -- ""FPIF seeks emerging market debt fixed income investment strategies to invest 3% of its assets. FPIF is considering responses for both blended strategies that can allocate across hard currency, local currency and hard currency corporates, as well as hard currency strategies"" -- "" Managers may propose up to one blended strategy and up to one hard currency strategy; however, it is not necessary to propose two strategies"" (pg 3) -- RFP Timeline (pg 7) -- Proposals are due December 1, 2023 (By 12:00 P.M. Central Time) -- for additional details visit: https://ifpif.org/investments/investment-procurement/"
840400,Lantana Firefighters' Pension Fund,2023-11-03T16:00:00,2,AndCo Consulting,Consultant,AndCo Consulting (Consultant),Equity: United States Growth,"Fee Analysis -- as of September 30, 2023"
840396,Lantana Firefighters' Pension Fund,2023-11-03T16:00:00,2,AndCo Consulting,Consultant,AndCo Consulting (Consultant),Balanced/Multi-Asset: Global,"Fee Analysis -- as of September 30, 2023"
840395,Lantana Firefighters' Pension Fund,2023-11-03T16:00:00,2,AndCo Consulting,Consultant,AndCo Consulting (Consultant),Balanced/Multi-Asset: Global,"Fee Analysis -- as of September 30, 2023"
840393,Lantana Firefighters' Pension Fund,2023-11-03T16:00:00,2,AndCo Consulting,Consultant,AndCo Consulting (Consultant),Equity: EAFE Large Cap Value,"Fee Analysis -- as of September 30, 2023"
838855,United Nations Staff Pension,2023-11-03T16:00:00,3,,Institutional Investor,United Nations Staff Pension (Institutional Investor),Multiple Asset Classes,Positive performance of the Fund's investment management just reconfirmed
838555,Medford Massachusetts Retirement Authority,2023-11-03T16:00:00,1,NEPC,Institutional Investor,Medford Massachusetts Retirement Authority (Institutional Investor),Multiple Asset Classes,"SEARCH / RFP NOTICE -- Private Debt -- ""The City of Medford Retirement System (the “System”) is soliciting proposals from investment management firms to manage a Private Debt mandate for the System's $240 million, defined benefit, pension fund. This search will target closed-end, direct lending funds. The System anticipates committing approximately $2 million to a private debt strategy."" -- ""Proposals must be submitted to MedfordSearch@nepc.com by 2:00 pm EDT on Thursday, November 30, 2023."" -- ""To access the RFP, please visit www.nepc.com/institutional/investment-managers/"""
838266,United Nations Staff Pension,2023-11-03T16:00:00,4,,Institutional Investor,United Nations Staff Pension (Institutional Investor),Multiple Asset Classes,News Release - Positive performance of the Fund investment management just reconfirmed
837952,Gwinnett County,2023-11-03T16:00:00,2,,Institutional Investor,Gwinnett County (Institutional Investor),Equity: United States,SEARCH UPCOMING -- Motion to conduct a search for REIT Fund Manager (pg 1) -- from minutes
837230,San Joaquin County ERA,2023-11-03T16:00:00,11,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Multiple Asset Classes,"2023-2024 Private Credit Investment Plan -- Since Inception Partnership Commitments (as of September 30, 2022) (pg 5) -- SJCERA Commitment Pacing (pg 9): ""Recommend targeting $150 million in commitments annually; May scale up or down depending upon opportunity set"" -- logged as program review, investment recommendation, and strategic plan for Private Debt"
837229,Fresno County ERA,2023-11-03T16:00:00,41,,Institutional Investor,Fresno County ERA (Institutional Investor),Multiple Asset Classes,"SEARCH/RFP -- General Investment Consultant Services -- ""Fresno County Employees’ Retirement Association (“FCERA”) requests proposals from qualified professional investment consulting firms to provide general non-discretionary investment consulting services"" (pg 3) -- Questions due November 20, 2023, final responses due January 2, 2024 (pg 4)"
837225,San Joaquin County ERA,2023-11-03T16:00:00,6,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Multiple Asset Classes,"Private Credit Market & Industry Analysis -- as of June 30, 2023"
